TIME,LON,LAT,SPEED,HEADING
2020-02-17 11:00:00,34.16,123.7,5.85,310.8
2020-02-17 12:00:00,34.16,123.7,5.867,310.8
2020-02-17 13:00:00,34.16,123.7,5.883,310.8
2020-02-17 14:00:00,34.16,123.7,5.9,310.8
2020-02-17 15:00:00,34.16,123.6,5.914,310.8
2020-02-17 16:00:00,34.2,123.6,5.93,310.8
2020-02-17 17:00:00,34.2,123.6,5.95,310.8
2020-02-17 18:00:00,34.2,123.6,5.965,310.8
2020-02-17 19:00:00,34.2,123.6,5.98,310.8
2020-02-17 20:00:00,34.2,123.6,5.996,310.8
2020-02-17 21:00:00,34.2,123.6,6.01,310.8
2020-02-17 22:00:00,34.2,123.6,6.027,310.8
2020-02-17 23:00:00,34.2,123.6,6.043,310.8
2020-02-18 00:00:00,34.2,123.6,6.062,310.8
2020-02-18 01:00:00,34.2,123.6,6.08,310.8
2020-02-18 02:00:00,34.2,123.6,6.094,310.8
2020-02-18 03:00:00,34.2,123.6,6.11,310.8
2020-02-18 04:00:00,34.2,123.6,6.125,310.8
2020-02-18 05:00:00,34.2,123.6,6.14,310.8
2020-02-18 06:00:00,34.2,123.56,6.156,310.8
2020-02-18 07:00:00,34.22,123.56,6.17,310.8
2020-02-18 08:00:00,34.22,123.56,6.19,310.8
2020-02-18 09:00:00,34.22,123.56,6.207,310.8
2020-02-18 10:00:00,34.22,123.56,6.223,310.8
2020-02-18 11:00:00,34.22,123.56,6.24,310.8
2020-02-18 12:00:00,34.22,123.56,6.254,310.8
2020-02-18 13:00:00,34.22,123.56,6.27,311.0
2020-02-18 14:00:00,34.22,123.56,6.285,311.0
2020-02-18 15:00:00,34.22,123.56,6.305,311.0
2020-02-18 16:00:00,34.22,123.56,6.32,311.0
2020-02-18 17:00:00,34.22,123.56,6.336,311.0
2020-02-18 18:00:00,34.22,123.56,6.35,311.0
2020-02-18 19:00:00,34.22,123.56,6.367,311.0
2020-02-18 20:00:00,34.22,123.56,6.383,311.0
2020-02-18 21:00:00,34.22,123.5,6.4,311.0
2020-02-18 22:00:00,34.22,123.5,6.418,311.0
2020-02-18 23:00:00,34.25,123.5,6.434,311.0
2020-02-19 00:00:00,34.25,123.5,6.45,311.0
2020-02-19 01:00:00,34.25,123.5,6.465,311.0
2020-02-19 02:00:00,34.25,123.5,6.48,311.0
2020-02-19 03:00:00,34.25,123.5,6.496,311.0
2020-02-19 04:00:00,34.25,123.5,6.51,311.0
2020-02-19 05:00:00,34.25,123.5,6.53,311.0
2020-02-19 06:00:00,34.25,123.5,6.547,311.0
2020-02-19 07:00:00,34.25,123.5,6.562,311.0
2020-02-19 08:00:00,34.25,123.5,6.58,311.0
2020-02-19 09:00:00,34.25,123.5,6.594,311.0
2020-02-19 10:00:00,34.25,123.5,6.61,311.0
2020-02-19 11:00:00,34.25,123.5,6.625,311.0
2020-02-19 12:00:00,34.25,123.44,6.64,311.0
2020-02-19 13:00:00,34.25,123.44,6.66,311.0
2020-02-19 14:00:00,34.28,123.44,6.676,311.0
2020-02-19 15:00:00,34.28,123.44,6.69,311.0
2020-02-19 16:00:00,34.28,123.44,6.707,311.0
2020-02-19 17:00:00,34.28,123.44,6.723,311.0
2020-02-19 18:00:00,34.28,123.44,6.74,311.0
2020-02-19 19:00:00,34.28,123.44,6.754,311.0
2020-02-19 20:00:00,34.28,123.44,6.773,311.0
2020-02-19 21:00:00,34.28,123.44,6.79,311.0
2020-02-19 22:00:00,34.28,123.44,6.805,311.0
2020-02-19 23:00:00,34.28,123.44,6.82,311.0
2020-02-20 00:00:00,34.28,123.44,6.836,311.0
2020-02-20 01:00:00,34.28,123.44,6.85,311.0
2020-02-20 02:00:00,34.28,123.44,6.867,311.0
2020-02-20 03:00:00,34.28,123.4,6.887,311.0
2020-02-20 04:00:00,34.28,123.4,6.902,311.0
2020-02-20 05:00:00,34.3,123.4,6.918,311.0
2020-02-20 06:00:00,34.3,123.4,6.934,311.0
2020-02-20 07:00:00,34.3,123.4,6.95,311.0
2020-02-20 08:00:00,34.3,123.4,6.965,311.0
2020-02-20 09:00:00,34.3,123.4,6.98,311.0
2020-02-20 10:00:00,34.3,123.4,7.0,311.0
2020-02-20 11:00:00,34.3,123.4,7.016,311.0
2020-02-20 12:00:00,34.3,123.4,7.03,311.0
2020-02-20 13:00:00,34.3,123.4,7.047,311.0
2020-02-20 14:00:00,34.3,123.4,7.062,311.0
2020-02-20 15:00:00,34.3,123.4,7.08,311.0
2020-02-20 16:00:00,34.3,123.4,7.094,311.0
2020-02-20 17:00:00,34.3,123.4,7.11,311.0
2020-02-20 18:00:00,34.3,123.3,7.13,311.0
2020-02-20 19:00:00,34.3,123.3,7.145,311.0
2020-02-20 20:00:00,34.3,123.3,7.16,311.0
2020-02-20 21:00:00,34.34,123.3,7.176,311.0
2020-02-20 22:00:00,34.34,123.3,7.19,311.0
2020-02-20 23:00:00,34.34,123.3,7.207,311.0
2020-02-21 00:00:00,34.34,123.3,7.223,311.0
2020-02-21 01:00:00,34.34,123.3,7.242,311.0
2020-02-21 02:00:00,34.34,123.3,7.258,311.0
2020-02-21 03:00:00,34.34,123.3,7.273,311.0
2020-02-21 04:00:00,34.34,123.3,7.29,311.0
2020-02-21 05:00:00,34.34,123.3,7.305,311.0
2020-02-21 06:00:00,34.34,123.3,7.32,311.0
2020-02-21 07:00:00,34.34,123.3,7.336,311.0
2020-02-21 08:00:00,34.34,123.3,7.355,311.0
2020-02-21 09:00:00,34.34,123.25,7.37,311.0
2020-02-21 10:00:00,34.34,123.25,7.387,311.0
2020-02-21 11:00:00,34.34,123.25,7.402,311.0
2020-02-21 12:00:00,34.38,123.25,7.418,311.0
2020-02-21 13:00:00,34.38,123.25,7.434,311.0
2020-02-21 14:00:00,34.38,123.25,7.45,311.0
2020-02-21 15:00:00,34.38,123.25,7.47,311.0
2020-02-21 16:00:00,34.38,123.25,7.484,311.0
2020-02-21 17:00:00,34.38,123.25,7.5,311.0
2020-02-21 18:00:00,34.38,123.25,7.516,311.0
2020-02-21 19:00:00,34.38,123.25,7.53,311.0
2020-02-21 20:00:00,34.38,123.25,7.547,311.0
2020-02-21 21:00:00,34.38,123.25,7.562,311.0
2020-02-21 22:00:00,34.38,123.25,7.582,311.0
2020-02-21 23:00:00,34.38,123.25,7.598,311.0
2020-02-22 00:00:00,34.38,123.2,7.613,311.0
2020-02-22 01:00:00,34.38,123.2,7.63,311.0
2020-02-22 02:00:00,34.38,123.2,7.645,311.0
2020-02-22 03:00:00,34.38,123.2,7.66,311.0
2020-02-22 04:00:00,34.4,123.2,7.676,311.0
2020-02-22 05:00:00,34.4,123.2,7.69,311.0
2020-02-22 06:00:00,34.4,123.2,7.71,311.0
2020-02-22 07:00:00,34.4,123.2,7.727,311.0
2020-02-22 08:00:00,34.4,123.2,7.742,311.0
2020-02-22 09:00:00,34.4,123.2,7.758,311.0
2020-02-22 10:00:00,34.4,123.2,7.773,311.0
2020-02-22 11:00:00,34.4,123.2,7.79,311.0
2020-02-22 12:00:00,34.4,123.2,7.805,311.0
2020-02-22 13:00:00,34.4,123.2,7.824,311.0
2020-02-22 14:00:00,34.4,123.2,7.84,311.0
2020-02-22 15:00:00,34.4,123.1,7.855,311.0
2020-02-22 16:00:00,34.4,123.1,7.87,311.0
2020-02-22 17:00:00,34.4,123.1,7.887,311.0
2020-02-22 18:00:00,34.4,123.1,7.902,311.0
2020-02-22 19:00:00,34.44,123.1,7.918,311.0
2020-02-22 20:00:00,34.44,123.1,7.938,311.0
2020-02-22 21:00:00,34.44,123.1,7.953,311.0
2020-02-22 22:00:00,34.44,123.1,7.97,311.0
2020-02-22 23:00:00,34.44,123.1,7.984,311.0
2020-02-23 00:00:00,34.44,123.1,8.0,311.0
2020-02-23 01:00:00,34.44,123.1,8.016,311.0
2020-02-23 02:00:00,34.44,123.1,8.03,311.0
2020-02-23 03:00:00,34.44,123.1,8.05,311.0
2020-02-23 04:00:00,34.44,123.1,8.06,311.0
2020-02-23 05:00:00,34.44,123.1,8.08,311.0
2020-02-23 06:00:00,34.44,123.06,8.09,311.0
2020-02-23 07:00:00,34.44,123.06,8.12,311.0
2020-02-23 08:00:00,34.44,123.06,8.13,311.0
2020-02-23 09:00:00,34.44,123.06,8.15,311.0
2020-02-23 10:00:00,34.47,123.06,8.164,311.0
2020-02-23 11:00:00,34.47,123.06,8.18,311.0
2020-02-23 12:00:00,34.47,123.06,8.195,311.0
2020-02-23 13:00:00,34.47,123.06,8.21,311.0
2020-02-23 14:00:00,34.47,123.06,8.23,311.2
2020-02-23 15:00:00,34.47,123.06,8.24,311.2
2020-02-23 16:00:00,34.47,123.06,8.26,311.2
2020-02-23 17:00:00,34.47,123.06,8.27,311.2
2020-02-23 18:00:00,34.47,123.06,8.29,311.2
2020-02-23 19:00:00,34.47,123.06,8.305,311.2
2020-02-23 20:00:00,34.47,123.06,8.32,311.2
2020-02-23 21:00:00,34.47,123.0,8.34,311.2
2020-02-23 22:00:00,34.47,123.0,8.36,311.2
2020-02-23 23:00:00,34.47,123.0,8.375,311.2
2020-02-24 00:00:00,34.47,123.0,8.39,311.2
2020-02-24 01:00:00,34.47,123.0,8.41,311.2
2020-02-24 02:00:00,34.5,123.0,8.42,311.2
2020-02-24 03:00:00,34.5,123.0,8.44,311.2
2020-02-24 04:00:00,34.5,123.0,8.45,311.2
2020-02-24 05:00:00,34.5,123.0,8.47,311.2
2020-02-24 06:00:00,34.5,123.0,8.484,311.2
2020-02-24 07:00:00,34.5,123.0,8.5,311.2
2020-02-24 08:00:00,34.5,123.0,8.516,311.2
2020-02-24 09:00:00,34.5,123.0,8.53,311.2
2020-02-24 10:00:00,34.5,123.0,8.55,311.2
2020-02-24 11:00:00,34.5,123.0,8.56,311.2
2020-02-24 12:00:00,34.5,122.94,8.586,311.2
2020-02-24 13:00:00,34.5,122.94,8.6,311.2
2020-02-24 14:00:00,34.5,122.94,8.62,311.2
2020-02-24 15:00:00,34.5,122.94,8.63,311.2
2020-02-24 16:00:00,34.5,122.94,8.65,311.2
2020-02-24 17:00:00,34.53,122.94,8.664,311.2
2020-02-24 18:00:00,34.53,122.94,8.68,311.2
2020-02-24 19:00:00,34.53,122.94,8.695,311.2
2020-02-24 20:00:00,34.53,122.94,8.71,311.2
2020-02-24 21:00:00,34.53,122.94,8.73,311.2
2020-02-24 22:00:00,34.53,122.94,8.74,311.2
2020-02-24 23:00:00,34.53,122.94,8.76,311.2
2020-02-25 00:00:00,34.53,122.94,8.77,311.2
2020-02-25 01:00:00,34.53,122.94,8.79,311.2
2020-02-25 02:00:00,34.53,122.94,8.81,311.2
2020-02-25 03:00:00,34.53,122.9,8.83,311.2
2020-02-25 04:00:00,34.53,122.9,8.84,311.2
2020-02-25 05:00:00,34.53,122.9,8.86,311.2
2020-02-25 06:00:00,34.53,122.9,8.875,311.2
2020-02-25 07:00:00,34.53,122.9,8.89,311.2
2020-02-25 08:00:00,34.53,122.9,8.91,311.2
2020-02-25 09:00:00,34.56,122.9,8.92,311.2
2020-02-25 10:00:00,34.56,122.9,8.94,311.2
2020-02-25 11:00:00,34.56,122.9,8.95,311.2
2020-02-25 12:00:00,34.56,122.9,8.97,311.2
2020-02-25 13:00:00,34.56,122.9,8.984,311.2
2020-02-25 14:00:00,34.56,122.9,9.0,311.2
2020-02-25 15:00:00,34.56,122.9,9.016,311.2
2020-02-25 16:00:00,34.56,122.9,9.03,311.2
2020-02-25 17:00:00,34.56,122.9,9.055,311.2
2020-02-25 18:00:00,34.56,122.8,9.07,311.2
2020-02-25 19:00:00,34.56,122.8,9.086,311.2
2020-02-25 20:00:00,34.56,122.8,9.1,311.2
2020-02-25 21:00:00,34.56,122.8,9.12,311.2
2020-02-25 22:00:00,34.56,122.8,9.13,311.2
2020-02-25 23:00:00,34.56,122.8,9.15,311.2
2020-02-26 00:00:00,34.6,122.8,9.164,311.2
2020-02-26 01:00:00,34.6,122.8,9.18,311.2
2020-02-26 02:00:00,34.6,122.8,9.195,311.2
2020-02-26 03:00:00,34.6,122.8,9.21,311.2
2020-02-26 04:00:00,34.6,122.8,9.23,311.2
2020-02-26 05:00:00,34.6,122.8,9.24,311.2
2020-02-26 06:00:00,34.6,122.8,9.26,311.2
2020-02-26 07:00:00,34.6,122.8,9.28,311.2
2020-02-26 08:00:00,34.6,122.8,9.3,311.2
2020-02-26 09:00:00,34.6,122.75,9.31,311.2
2020-02-26 10:00:00,34.6,122.75,9.33,311.2
2020-02-26 11:00:00,34.6,122.75,9.34,311.2
2020-02-26 12:00:00,34.6,122.75,9.36,311.2
2020-02-26 13:00:00,34.6,122.75,9.375,311.2
2020-02-26 14:00:00,34.6,122.75,9.39,311.2
2020-02-26 15:00:00,34.62,122.75,9.41,311.2
2020-02-26 16:00:00,34.62,122.75,9.42,311.2
2020-02-26 17:00:00,34.62,122.75,9.44,311.2
2020-02-26 18:00:00,34.62,122.75,9.45,311.2
2020-02-26 19:00:00,34.62,122.75,9.47,311.2
2020-02-26 20:00:00,34.62,122.75,9.484,311.2
2020-02-26 21:00:00,34.62,122.75,9.5,311.2
2020-02-26 22:00:00,34.62,122.75,9.52,311.2
2020-02-26 23:00:00,34.62,122.75,9.54,311.2
2020-02-27 00:00:00,34.62,122.7,9.555,311.2
2020-02-27 01:00:00,34.62,122.7,9.57,311.2
2020-02-27 02:00:00,34.62,122.7,9.586,311.2
2020-02-27 03:00:00,34.62,122.7,9.6,311.2
2020-02-27 04:00:00,34.62,122.7,9.62,311.2
2020-02-27 05:00:00,34.62,122.7,9.63,311.2
2020-02-27 06:00:00,34.62,122.7,9.65,311.2
2020-02-27 07:00:00,34.66,122.7,9.664,311.2
2020-02-27 08:00:00,34.66,122.7,9.68,311.2
2020-02-27 09:00:00,34.66,122.7,9.695,311.2
2020-02-27 10:00:00,34.66,122.7,9.71,311.2
2020-02-27 11:00:00,34.66,122.7,9.73,311.2
2020-02-27 12:00:00,34.66,122.7,9.75,311.2
2020-02-27 13:00:00,34.66,122.7,9.766,311.2
2020-02-27 14:00:00,34.66,122.7,9.78,311.2
2020-02-27 15:00:00,34.66,122.6,9.8,311.2
2020-02-27 16:00:00,34.66,122.6,9.81,311.2
2020-02-27 17:00:00,34.66,122.6,9.83,311.2
2020-02-27 18:00:00,34.66,122.6,9.84,311.2
2020-02-27 19:00:00,34.66,122.6,9.86,311.2
2020-02-27 20:00:00,34.66,122.6,9.875,311.2
2020-02-27 21:00:00,34.66,122.6,9.89,311.2
2020-02-27 22:00:00,34.7,122.6,9.91,311.2
2020-02-27 23:00:00,34.7,122.6,9.92,311.2
2020-02-28 00:00:00,34.7,122.6,9.94,311.2
2020-02-28 01:00:00,34.7,122.6,9.95,311.2
2020-02-28 02:00:00,34.7,122.6,9.97,311.2
2020-02-28 03:00:00,34.7,122.6,9.99,311.2
2020-02-28 04:00:00,34.7,122.6,10.01,311.2
2020-02-28 05:00:00,34.7,122.6,10.02,311.2
2020-02-28 06:00:00,34.7,122.56,10.04,311.2
2020-02-28 07:00:00,34.7,122.56,10.055,311.2
2020-02-28 08:00:00,34.7,122.56,10.07,311.2
2020-02-28 09:00:00,34.7,122.56,10.086,311.2
2020-02-28 10:00:00,34.7,122.56,10.1,311.2
2020-02-28 11:00:00,34.7,122.56,10.12,311.2
2020-02-28 12:00:00,34.7,122.56,10.13,311.2
2020-02-28 13:00:00,34.7,122.56,10.15,311.5
2020-02-28 14:00:00,34.72,122.56,10.164,311.5
2020-02-28 15:00:00,34.72,122.56,10.18,311.5
2020-02-28 16:00:00,34.72,122.56,10.195,311.5
2020-02-28 17:00:00,34.72,122.56,10.22,311.5
2020-02-28 18:00:00,34.72,122.56,10.234,311.5
2020-02-28 19:00:00,34.72,122.56,10.25,311.5
2020-02-28 20:00:00,34.72,122.56,10.266,311.5
2020-02-28 21:00:00,34.72,122.5,10.28,311.5
2020-02-28 22:00:00,34.72,122.5,10.3,311.5
2020-02-28 23:00:00,34.72,122.5,10.31,311.5
2020-02-29 00:00:00,34.72,122.5,10.33,311.5
2020-02-29 01:00:00,34.72,122.5,10.34,311.5
2020-02-29 02:00:00,34.72,122.5,10.36,311.5
2020-02-29 03:00:00,34.72,122.5,10.375,311.5
2020-02-29 04:00:00,34.72,122.5,10.39,311.5
2020-02-29 05:00:00,34.75,122.5,10.41,311.5
2020-02-29 06:00:00,34.75,122.5,10.42,311.5
2020-02-29 07:00:00,34.75,122.5,10.44,311.5
2020-02-29 08:00:00,34.75,122.5,10.46,311.5
2020-02-29 09:00:00,34.75,122.5,10.48,311.5
2020-02-29 10:00:00,34.75,122.5,10.49,311.5
2020-02-29 11:00:00,34.75,122.5,10.51,311.5
2020-02-29 12:00:00,34.75,122.44,10.52,311.5
2020-02-29 13:00:00,34.75,122.44,10.54,311.5
2020-02-29 14:00:00,34.75,122.44,10.555,311.5
2020-02-29 15:00:00,34.75,122.44,10.57,311.5
2020-02-29 16:00:00,34.75,122.44,10.586,311.5
2020-02-29 17:00:00,34.75,122.44,10.6,311.5
2020-02-29 18:00:00,34.75,122.44,10.62,311.5
2020-02-29 19:00:00,34.75,122.44,10.63,311.5
2020-02-29 20:00:00,34.78,122.44,10.65,311.5
2020-02-29 21:00:00,34.78,122.44,10.664,311.5
2020-02-29 22:00:00,34.78,122.44,10.69,311.5
2020-02-29 23:00:00,34.78,122.44,10.7,311.5
2020-03-01 00:00:00,34.78,122.44,10.72,311.5
2020-03-01 01:00:00,34.78,122.44,10.734,311.5
2020-03-01 02:00:00,34.78,122.44,10.75,311.5
2020-03-01 03:00:00,34.78,122.4,10.766,311.5
2020-03-01 04:00:00,34.78,122.4,10.78,311.5
2020-03-01 05:00:00,34.78,122.4,10.8,311.5
2020-03-01 06:00:00,34.78,122.4,10.81,311.5
2020-03-01 07:00:00,34.78,122.4,10.83,311.5
2020-03-01 08:00:00,34.78,122.4,10.84,311.5
2020-03-01 09:00:00,34.78,122.4,10.86,311.5
2020-03-01 10:00:00,34.78,122.4,10.875,311.5
2020-03-01 11:00:00,34.78,122.4,10.89,311.5
2020-03-01 12:00:00,34.8,122.4,10.914,311.5
2020-03-01 13:00:00,34.8,122.4,10.93,311.5
2020-03-01 14:00:00,34.8,122.4,10.945,311.5
2020-03-01 15:00:00,34.8,122.4,10.96,311.5
2020-03-01 16:00:00,34.8,122.4,10.98,311.5
2020-03-01 17:00:00,34.8,122.4,10.99,311.5
2020-03-01 18:00:00,34.8,122.3,11.01,311.5
2020-03-01 19:00:00,34.8,122.3,11.02,311.5
2020-03-01 20:00:00,34.8,122.3,11.04,311.5
2020-03-01 21:00:00,34.8,122.3,11.055,311.5
2020-03-01 22:00:00,34.8,122.3,11.07,311.5
2020-03-01 23:00:00,34.8,122.3,11.086,311.5
2020-03-02 00:00:00,34.8,122.3,11.1,311.5
2020-03-02 01:00:00,34.8,122.3,11.12,311.5
2020-03-02 02:00:00,34.8,122.3,11.13,311.5
2020-03-02 03:00:00,34.84,122.3,11.16,311.5
2020-03-02 04:00:00,34.84,122.3,11.17,311.5
2020-03-02 05:00:00,34.84,122.3,11.19,311.5
2020-03-02 06:00:00,34.84,122.3,11.2,311.5
2020-03-02 07:00:00,34.84,122.3,11.22,311.5
2020-03-02 08:00:00,34.84,122.3,11.234,311.5
2020-03-02 09:00:00,34.84,122.25,11.25,311.5
2020-03-02 10:00:00,34.84,122.25,11.266,311.5
2020-03-02 11:00:00,34.84,122.25,11.28,311.5
2020-03-02 12:00:00,34.84,122.25,11.3,311.5
2020-03-02 13:00:00,34.84,122.25,11.31,311.5
2020-03-02 14:00:00,34.84,122.25,11.33,311.5
2020-03-02 15:00:00,34.84,122.25,11.34,311.5
2020-03-02 16:00:00,34.84,122.25,11.36,311.5
2020-03-02 17:00:00,34.84,122.25,11.38,311.5
2020-03-02 18:00:00,34.88,122.25,11.4,311.5
2020-03-02 19:00:00,34.88,122.25,11.414,311.5
2020-03-02 20:00:00,34.88,122.25,11.43,311.5
2020-03-02 21:00:00,34.88,122.25,11.445,311.5
2020-03-02 22:00:00,34.88,122.25,11.46,311.5
2020-03-02 23:00:00,34.88,122.25,11.48,311.5
2020-03-03 00:00:00,34.88,122.2,11.49,311.5
2020-03-03 01:00:00,34.88,122.2,11.51,311.5
2020-03-03 02:00:00,34.88,122.2,11.52,311.5
2020-03-03 03:00:00,34.88,122.2,11.54,311.5
2020-03-03 04:00:00,34.88,122.2,11.555,311.5
2020-03-03 05:00:00,34.88,122.2,11.57,311.5
2020-03-03 06:00:00,34.88,122.2,11.586,311.5
2020-03-03 07:00:00,34.88,122.2,11.6,311.5
2020-03-03 08:00:00,34.88,122.2,11.625,311.5
2020-03-03 09:00:00,34.88,122.2,11.64,311.5
2020-03-03 10:00:00,34.9,122.2,11.66,311.5
2020-03-03 11:00:00,34.9,122.2,11.67,311.5
2020-03-03 12:00:00,34.9,122.2,11.69,311.5
2020-03-03 13:00:00,34.9,122.2,11.7,311.5
2020-03-03 14:00:00,34.9,122.2,11.72,311.5
2020-03-03 15:00:00,34.9,122.1,11.734,311.5
2020-03-03 16:00:00,34.9,122.1,11.75,311.5
2020-03-03 17:00:00,34.9,122.1,11.766,311.5
2020-03-03 18:00:00,34.9,122.1,11.78,311.5
2020-03-03 19:00:00,34.9,122.1,11.8,311.5
2020-03-03 20:00:00,34.9,122.1,11.81,311.5
2020-03-03 21:00:00,34.9,122.1,11.83,311.5
2020-03-03 22:00:00,34.9,122.1,11.85,311.5
2020-03-03 23:00:00,34.9,122.1,11.87,311.5
